Latitude,Longitude,Average_distance_Y,Average_review_count_Y,Average_rating_Y,Max_rating_Y,Max_review_count,Min_rating_Y,Min_review_count
53.462542,-2.216341,879.3359428410289,14.1,4.4350000000000005,5.0,78,4.0,1
53.481139,-2.236058,532.596302913699,17.2,4.724999999999999,4.9,70,4.5,5
53.46917,-2.225237,919.5788295153961,13.45,4.465,5.0,47,4.1,2
53.46238,-2.211227,1107.1317362981667,13.9,4.495,5.0,78,4.2,2
53.451169,-2.236843,901.3957489812431,13.7,4.52,5.0,78,4.1,1
53.443651,-2.230244,801.5639178241236,11.0,4.1549999999999985,5.0,30,3.6,1
53.48161,-2.24203,574.076455022054,12.9,4.769999999999998,5.0,60,4.6,4
53.483443,-2.208112,795.494328535709,3.6666666666666665,3.6555555555555563,5.0,20,1.0,1
53.490164,-2.220615,1113.2489862657833,19.8,4.51,4.9,68,4.3,5
53.491526,-2.197743,858.2559160521236,3.5,3.46,5.0,20,1.0,1
53.48581,-2.246643,722.7932252109738,17.8,4.724999999999999,5.0,70,4.5,4
53.460644,-2.263375,633.5719137384752,4.15,3.9800000000000004,5.0,18,2.7,1
53.488592,-2.223609,940.0792424201023,17.85,4.65,5.0,70,4.4,3
53.4666,-2.283363,739.7115741233516,6.5,4.279999999999999,5.0,36,3.5,1
53.471487,-2.249945,857.7828930824624,14.6,4.5950000000000015,5.0,43,4.4,4
53.453418,-2.282631,906.5454753391662,9.8,4.565,5.0,49,3.8,1
53.483357,-2.245202,593.8683124979104,14.7,4.744999999999998,5.0,60,4.6,4
53.450528,-2.238729,1026.2931879223136,13.65,4.4399999999999995,5.0,78,4.0,1
53.47355,-2.251766,782.5862999243961,15.8,4.630000000000001,5.0,43,4.4,4
53.483392,-2.265379,949.3130952846744,25.25,4.499999999999999,5.0,116,4.0,2
53.479584,-2.239493,606.0880505318023,13.9,4.749999999999998,5.0,60,4.6,4
53.457346,-2.274508,825.2761078142187,3.55,4.345,5.0,13,3.2,1
53.485024,-2.232242,557.0629447504325,17.0,4.705,4.9,70,4.5,4
53.484768,-2.249015,727.8396318638239,14.7,4.744999999999998,5.0,60,4.6,4
53.478737,-2.238676,659.9123989534721,13.9,4.749999999999998,5.0,60,4.6,4
53.465319,-2.260495,871.2942115986182,14.0,4.4350000000000005,5.0,72,3.8,1
53.48881,-2.257384,957.7002720366138,26.1,4.554999999999999,5.0,83,4.3,3
53.46414,-2.248694,900.0790159431517,15.25,4.610000000000001,5.0,77,4.1,1
53.447214,-2.236043,1134.9759749779234,12.25,4.51,5.0,78,4.0,1
53.48476,-2.228411,642.7005074684221,15.5,4.7,4.9,70,4.5,4
53.484874,-2.258995,805.7771823195767,20.1,4.640000000000002,5.0,73,4.4,3
53.464,-2.23757,947.3936414721895,16.05,4.429999999999999,5.0,78,4.2,2
53.454845,-2.275867,910.2666413238348,8.6,4.62,5.0,49,3.8,1
53.48266,-2.242656,581.6881344995162,12.9,4.769999999999998,5.0,60,4.6,4
53.46151,-2.25816,686.7478043262083,3.6,4.33,5.0,18,3.2,1
53.497903,-2.262201,768.5272409342247,1.3846153846153846,4.023076923076923,5.0,3,2.0,1
53.457879,-2.272039,641.7166260830461,3.5,3.825,5.0,13,2.5,1
53.465824,-2.26574,925.6979468405798,14.75,4.26,5.0,72,3.2,1
53.463306,-2.266374,615.0177780596146,3.75,3.8600000000000003,5.0,25,2.5,1
53.463155,-2.279695,886.7556878567997,4.5,4.365,5.0,10,3.1,1
53.481674,-2.280488,898.8775857120094,2.75,3.6100000000000003,5.0,9,1.7,1
53.479787,-2.232037,655.895497861789,18.65,4.6899999999999995,4.9,70,4.5,4
53.47591,-2.23808,850.2273522356915,16.35,4.739999999999998,5.0,70,4.5,4
53.475572,-2.251275,778.2975052710902,17.6,4.74,5.0,70,4.5,3
53.479667,-2.287542,860.1603868456648,6.55,4.17,5.0,36,3.2,1
53.440315,-2.219095,454.3947563006133,13.25,4.21,5.0,53,3.8,1
53.480103,-2.239262,584.0401153975174,13.9,4.749999999999998,5.0,60,4.6,4
53.501892,-2.258321,834.0967514471212,1.5333333333333334,3.7199999999999998,5.0,4,1.0,1
53.492034,-2.288782,802.826816947834,2.1333333333333333,3.353333333333333,5.0,5,1.0,1
53.483954,-2.294834,493.62964524572556,1.7333333333333334,3.42,5.0,4,1.0,1
53.471862,-2.263913,1131.8135577516928,26.3,4.424999999999999,5.0,116,4.1,2
53.486225,-2.242023,690.5594928490826,14.7,4.754999999999997,5.0,60,4.6,4
53.479529,-2.254643,605.811580624136,13.8,4.715,5.0,37,4.5,3
53.474701,-2.26699,941.279201206991,20.0,4.500000000000001,5.0,116,3.9,1
53.458883,-2.258545,737.8233678245975,4.45,4.27,5.0,18,3.2,1
53.445025,-2.230505,935.7365905435045,8.4,4.445000000000001,5.0,30,3.8,1
53.445101,-2.278652,493.35394230048223,15.05,4.404999999999999,5.0,49,4.0,1
53.48373,-2.245889,617.1889868665414,14.7,4.744999999999998,5.0,60,4.6,4
53.467967,-2.241854,764.5843961776625,18.15,4.419999999999999,4.9,54,4.3,4
53.460325,-2.250735,860.0082018166446,4.8,4.424999999999999,5.0,18,3.2,1
53.479021,-2.234913,674.7580550055002,19.1,4.6899999999999995,4.9,70,4.5,5
53.481026,-2.251084,655.792091823856,20.7,4.704999999999999,5.0,70,4.5,4
53.465117,-2.289805,655.1243481749315,6.25,4.264999999999999,5.0,36,3.5,1
53.482948,-2.236628,471.68610152879745,17.2,4.724999999999999,4.9,70,4.5,5
53.468194,-2.29563,718.5328423864551,5.6,4.45,5.0,36,3.6,1
53.442835,-2.268034,704.2899256668576,15.05,4.404999999999999,5.0,49,4.0,1
53.465974,-2.309977,985.2972915163107,7.4375,3.5875,5.0,36,2.9,1
53.467535,-2.30987,917.2433403154523,7.411764705882353,3.588235294117647,5.0,36,2.9,1
53.454685,-2.273958,895.4370446472321,8.45,4.595000000000001,5.0,49,3.6,1
53.466148,-2.287438,660.2916117208906,6.1,4.33,5.0,36,3.6,1
53.460205,-2.25837,675.7006775667139,3.85,4.244999999999999,5.0,18,3.2,1
53.452616,-2.286318,912.4983214661885,9.5,4.445,5.0,49,3.5,1
53.460663,-2.273495,742.5380020696284,3.0,4.125,5.0,13,3.0,1
53.490366,-2.238755,852.5393747469068,16.0,4.705,5.0,70,4.5,3
53.454722,-2.25079,872.7788792949805,3.15,4.095000000000001,5.0,19,1.2,1
53.43887,-2.266752,812.3823901333761,13.9,4.479999999999999,5.0,49,4.0,1
53.465556,-2.21505,956.524146888651,10.25,4.075,5.0,28,3.0,1
53.485692,-2.227907,685.9091870763384,15.45,4.71,5.0,70,4.5,3
53.465536,-2.237305,750.912025215314,21.95,4.374999999999999,5.0,77,4.1,2
53.48307,-2.23721,469.4534809674463,17.2,4.724999999999999,4.9,70,4.5,5
53.476358,-2.254565,744.1344892924922,12.6,4.725,5.0,37,4.5,3
53.476243,-2.253097,746.1817677119006,11.55,4.744999999999999,5.0,37,4.5,3
53.477701,-2.234104,704.837956001769,17.45,4.7,4.9,70,4.5,4
53.482638,-2.228394,619.7782624388992,15.5,4.7,4.9,70,4.5,4
53.443742,-2.257125,1055.8528655486205,10.555555555555555,3.433333333333333,4.5,24,2.5,1
53.47973,-2.246586,605.1118477476739,14.7,4.744999999999998,5.0,60,4.6,4
53.472321,-2.252345,869.7514655419722,16.1,4.610000000000002,5.0,43,4.4,4
53.47995,-2.247629,617.7263595165166,14.7,4.744999999999998,5.0,60,4.6,4
53.474515,-2.281758,801.8055979513877,6.1,3.9799999999999995,5.0,26,3.1,1
53.483082,-2.246613,608.1741964222869,14.7,4.744999999999998,5.0,60,4.6,4
53.472149,-2.227538,921.5199859300441,11.8,4.519999999999999,5.0,47,4.3,2
53.475792,-2.231197,871.1423756714548,15.2,4.695,4.9,70,4.5,4
53.460463,-2.235286,894.6534304180728,13.15,4.584999999999999,5.0,78,4.3,2
53.446282,-2.23365,1064.5947844546206,7.45,4.55,5.0,30,4.0,1
53.44829,-2.220083,783.2611043790038,14.25,4.4799999999999995,5.0,78,4.2,2
53.48271,-2.262246,863.0495050298521,24.45,4.585,5.0,83,4.3,3
53.474141,-2.24718,744.8964773071963,17.25,4.6850000000000005,5.0,70,4.5,4
53.483825,-2.185258,502.4290088354073,2.0,3.857142857142857,5.0,4,1.0,1
53.48312,-2.188937,466.17065885984414,1.875,3.75,5.0,4,1.0,1
53.482292,-2.209009,798.9409770341753,1.5555555555555556,3.533333333333333,5.0,3,1.0,1
53.488601,-2.184555,780.7450529740836,1.875,3.875,5.0,4,1.0,1
53.475933,-2.217715,1086.2254843357464,11.45,4.575,5.0,51,4.0,1
53.477177,-2.248449,754.9509455725894,13.9,4.749999999999998,5.0,60,4.6,4
53.454947,-2.252603,847.9118297257962,3.2,3.9899999999999998,5.0,19,1.0,1
53.476951,-2.233809,758.8091833441894,17.45,4.7,4.9,70,4.5,4
53.491967,-2.259578,1000.367029179754,7.7,4.645000000000001,5.0,33,3.9,1
53.442801,-2.220353,489.04875764107,13.3,4.185,5.0,53,3.8,1
53.461496,-2.265129,586.997014858315,2.55,3.87,5.0,9,2.5,1
53.481164,-2.215266,963.5490296049095,8.0,4.489999999999999,5.0,51,3.5,1
53.482122,-2.203542,615.4463919451797,1.5714285714285714,3.7142857142857144,5.0,3,1.0,1
53.46533,-2.218556,833.852642274271,14.3,4.22,5.0,58,3.6,1
53.485642,-2.24363,677.3723860300331,14.65,4.744999999999998,5.0,60,4.6,4
53.482911,-2.245129,580.1145957737882,14.7,4.744999999999998,5.0,60,4.6,4
53.453354,-2.229054,449.419457683766,14.2,4.529999999999999,5.0,78,4.1,2
53.46274,-2.230018,805.9938300799838,15.95,4.514999999999999,5.0,78,4.2,2
53.462933,-2.268418,727.1889014187084,3.85,3.9850000000000003,5.0,16,2.7,1
53.460382,-2.2093,1083.9633395480419,5.9,4.475,5.0,28,3.7,1
53.484228,-2.221903,871.9116378445517,17.35,4.625000000000001,5.0,70,4.4,3
53.477733,-2.244558,678.2513800463937,13.9,4.749999999999998,5.0,60,4.6,4
53.491365,-2.213338,1006.1195334800801,5.5625,3.85,5.0,22,1.0,1
53.48161,-2.20195,756.1767889843103,1.7272727272727273,3.9545454545454546,5.0,4,1.0,1
53.47765,-2.242591,719.640881336134,12.25,4.774999999999999,5.0,60,4.6,4
53.47576,-2.28553,728.7152560301504,8.15,4.01,5.0,36,3.1,1
53.470303,-2.282595,733.6217211386987,6.05,4.14,5.0,26,3.1,1
53.474127,-2.291619,503.07707269817047,8.0,4.04,5.0,36,3.2,1
53.481103,-2.252965,575.4301728590486,12.75,4.735,5.0,37,4.5,3
53.481004,-2.22422,816.8620733368815,17.0,4.67,5.0,70,4.5,3
53.482233,-2.221606,869.7178198136542,18.0,4.590000000000002,4.9,70,4.4,4
53.480668,-2.240777,586.9119412632319,12.9,4.769999999999998,5.0,60,4.6,4
53.464607,-2.222521,841.7330925111613,17.45,4.47,5.0,78,4.2,1
53.488043,-2.224059,881.8288080870107,17.85,4.65,5.0,70,4.4,3
53.479298,-2.24188,627.6148007508186,12.9,4.769999999999998,5.0,60,4.6,4
53.48582,-2.276189,753.8199147636623,2.4615384615384617,3.8153846153846156,5.0,9,1.0,1
53.453513,-2.297114,669.5785953331088,1.65,3.7299999999999995,5.0,8,1.0,1
53.442462,-2.270956,551.5187386174533,15.05,4.404999999999999,5.0,49,4.0,1
53.457162,-2.295957,715.1642214709543,2.1,3.875,5.0,8,2.6,1
53.469584,-2.266431,898.4710172006032,27.6,4.17,5.0,116,3.6,1
53.44491,-2.296265,1014.4313883864199,4.5,3.261111111111111,5.0,29,1.0,1
53.471522,-2.233125,728.901064534372,15.3,4.479999999999999,4.8,47,4.3,4
53.467891,-2.278626,847.6269456088418,3.65,4.4399999999999995,5.0,9,3.6,1
53.466784,-2.24082,760.4876188157699,21.1,4.365,5.0,69,4.2,2
53.47136,-2.238042,760.0244344691193,15.65,4.5550000000000015,4.9,47,4.4,4
53.459011,-2.266373,533.4420966826353,3.4,3.785,5.0,13,2.5,1
53.48287,-2.264279,906.9472110241701,19.25,4.635,5.0,54,4.3,2
53.465522,-2.257952,861.2784547106605,10.7,4.465000000000001,5.0,54,3.8,1
53.46234,-2.282012,803.4266881887088,4.5,4.3149999999999995,5.0,10,3.1,1
53.468393,-2.251143,916.9704823950779,20.3,4.404999999999999,4.9,69,4.2,4
53.442895,-2.222745,548.5623792135369,13.3,4.185,5.0,53,3.8,1
53.458974,-2.227392,562.7653409192282,13.0,4.59,5.0,78,4.2,2
53.454281,-2.258059,791.0300916894191,4.4,4.015,5.0,19,1.2,1
53.487375,-2.226514,728.7588610316012,17.25,4.675,5.0,70,4.5,3
53.472523,-2.21612,911.8156675004566,5.8,3.9799999999999995,5.0,26,3.3,1
53.484465,-2.273317,786.5776260790589,2.6,3.506666666666667,5.0,9,1.0,1
53.444686,-2.218283,632.495102143676,9.2,4.380000000000001,5.0,30,3.8,1
53.462123,-2.240098,926.2605375175623,17.35,4.414999999999999,5.0,78,4.1,2
53.475697,-2.282625,827.4965665094129,7.8,3.9499999999999993,5.0,36,3.0,1
53.483117,-2.268917,968.7833752360806,21.65,4.365,5.0,116,3.6,1
53.471674,-2.282048,706.9315143443032,6.1,3.9799999999999995,5.0,26,3.1,1
53.48494,-2.245384,664.9537714368372,14.7,4.744999999999998,5.0,60,4.6,4
53.473198,-2.301648,624.4405444578617,7.65,4.08,5.0,36,3.1,1
53.483608,-2.236128,483.4484382310243,17.2,4.724999999999999,4.9,70,4.5,5
53.464289,-2.265552,683.3936395157712,4.05,4.03,5.0,25,2.7,1
53.487739,-2.263104,1032.5087716353962,14.75,4.57,5.0,47,4.2,2
53.487245,-2.238321,635.7121795654521,17.8,4.725,5.0,70,4.5,4
53.457702,-2.218478,556.1599947456332,13.85,4.525,5.0,78,4.2,2
53.491765,-2.248336,1070.040801386011,17.85,4.7,5.0,70,4.5,3
53.479168,-2.232,689.8287385203761,18.65,4.6899999999999995,4.9,70,4.5,4
53.446427,-2.238963,1226.8321118031422,6.7,4.329999999999999,5.0,28,3.6,1
53.467813,-2.258054,911.2023819415735,22.85,4.515000000000001,5.0,116,4.0,1
53.467378,-2.245159,785.3849142549686,21.1,4.399999999999999,5.0,69,4.2,2
53.468019,-2.221121,904.4393701568227,12.1,4.415,5.0,47,3.8,1
53.440854,-2.282754,576.475202302481,14.45,4.43,5.0,49,4.0,1
53.47601,-2.236787,831.599175585496,18.0,4.714999999999999,4.9,70,4.5,5
53.445744,-2.270833,668.6449594742986,15.05,4.404999999999999,5.0,49,4.0,1
53.459569,-2.217979,689.4392886870235,13.85,4.525,5.0,78,4.2,2
53.478829,-2.237905,665.2622529130958,13.9,4.749999999999998,5.0,60,4.6,4
53.487421,-2.2198,920.5626931196796,17.65,4.555,5.0,68,4.2,2
53.487998,-2.280042,875.203641796909,2.4444444444444446,3.3,5.0,9,1.0,1
53.477403,-2.283194,924.8532819945355,7.35,4.17,5.0,36,3.3,1
53.484792,-2.263228,986.8482886094625,17.9,4.604999999999999,5.0,47,4.3,2
53.478764,-2.23292,681.4842109783926,18.65,4.6899999999999995,4.9,70,4.5,4
53.484746,-2.272844,789.9184430191103,2.2666666666666666,3.5200000000000005,5.0,9,1.0,1
53.493549,-2.27323,931.5763402963548,1.4,3.65,5.0,2,1.0,1
53.484537,-2.271173,815.3721488386232,2.3333333333333335,3.4222222222222225,5.0,9,1.0,1
53.49364,-2.272615,925.8892728838333,1.4,3.65,5.0,2,1.0,1
53.489129,-2.272452,820.5984456507935,2.230769230769231,3.7923076923076926,5.0,9,1.0,1
53.486323,-2.273373,742.482179983456,2.3076923076923075,3.7,5.0,9,1.0,1
53.487961,-2.273358,814.1572325444262,2.2857142857142856,3.757142857142857,5.0,9,1.0,1
53.469023,-2.236341,794.0219473874955,17.2,4.469999999999999,4.9,47,4.3,4
53.48802,-2.279305,864.8164987952667,2.357142857142857,3.4714285714285715,5.0,9,1.0,1
53.481653,-2.24755,601.0716126433024,14.7,4.744999999999998,5.0,60,4.6,4
53.483393,-2.211968,916.05737300819,4.538461538461538,3.8461538461538463,5.0,20,1.0,1
53.460218,-2.227839,671.871953043901,13.0,4.614999999999999,5.0,78,4.2,2
53.462158,-2.22924,786.425983494988,15.85,4.549999999999999,5.0,78,4.2,2
53.469117,-2.240329,759.9217827795177,17.0,4.464999999999998,4.9,47,4.3,4
53.466037,-2.23372,779.2160398448905,19.85,4.435,5.0,69,4.1,2
53.47257,-2.239108,782.5025476088472,14.25,4.610000000000001,4.9,43,4.4,4
53.48231,-2.216627,904.0930938759145,8.9,4.555,5.0,51,3.8,1
53.444285,-2.211219,762.713914075279,9.3,4.345000000000001,5.0,30,3.8,1
53.468472,-2.296674,739.343881776851,5.6,4.45,5.0,36,3.6,1
53.465177,-2.232046,765.3824517501354,17.45,4.464999999999999,5.0,77,4.1,2
53.477389,-2.243707,725.2554604319238,12.8,4.764999999999999,5.0,60,4.6,4
53.467239,-2.235462,774.6479288641865,17.65,4.4399999999999995,5.0,69,4.2,2
53.476743,-2.242947,765.7032032681552,12.8,4.764999999999999,5.0,60,4.6,4
53.471738,-2.242076,756.7934274772641,14.3,4.615000000000001,5.0,43,4.4,4
53.472231,-2.296491,547.0585049626584,6.3,4.214999999999999,5.0,36,3.5,1
53.443321,-2.218573,461.0217020544231,13.0,4.194999999999999,5.0,53,3.8,1
53.474106,-2.237044,815.692751917766,18.55,4.655,4.9,70,4.5,4
53.470612,-2.237661,808.9921435087916,15.3,4.550000000000002,4.9,47,4.4,4
53.45354,-2.223148,295.9850366301661,14.05,4.529999999999999,5.0,78,4.1,1
53.473717,-2.233665,750.8893513667635,12.25,4.545000000000002,4.8,37,4.4,4
53.448971,-2.22041,744.0274993548235,14.25,4.4799999999999995,5.0,78,4.2,2
53.475543,-2.242257,782.9945644831218,18.35,4.729999999999999,5.0,70,4.5,4
53.470811,-2.222035,941.2566797030283,12.6,4.470000000000001,5.0,47,3.8,1
53.43953,-2.220505,522.5568865664789,12.8,4.23,5.0,53,3.8,1
53.479567,-2.249802,660.088346321927,19.15,4.714999999999999,5.0,70,4.5,4
53.484803,-2.256625,746.4422040738094,15.5,4.69,5.0,43,4.4,3
53.49712,-2.264402,825.320661074408,1.2307692307692308,3.923076923076923,5.0,2,2.0,1
53.456848,-2.29009,704.5025352369288,2.2,3.66,5.0,8,2.6,1
53.478827,-2.25277,639.5520588894638,15.25,4.744999999999999,5.0,60,4.5,3
53.480332,-2.292672,791.3966601578343,7.0,3.975,5.0,36,3.0,1
53.489039,-2.289028,750.6614851519129,1.9473684210526316,3.2789473684210524,5.0,5,1.0,1
53.482743,-2.258155,702.348444714891,17.25,4.650000000000001,5.0,47,4.4,3
53.496304,-2.262226,799.7883341175673,1.5625,4.06875,5.0,5,2.0,1
53.451531,-2.280255,790.3832104763447,13.3,4.3149999999999995,5.0,49,3.8,1
53.457802,-2.240999,829.8076258884275,11.75,4.27,5.0,58,3.6,1
53.454298,-2.298463,735.815708231891,2.1,3.825,5.0,8,2.6,1
53.449285,-2.257737,968.2429415338755,8.727272727272727,3.4909090909090907,5.0,24,1.0,1
53.486892,-2.264463,1050.2519705375514,16.85,4.57,5.0,58,4.1,2
53.483308,-2.229931,562.8160959798724,15.85,4.7,4.9,70,4.5,4
53.453261,-2.273494,850.718362622921,9.45,4.575,5.0,49,3.8,1
53.459338,-2.275016,802.8173549888475,3.7,4.33,5.0,13,3.2,1
53.47386,-2.279515,884.9889928841492,4.25,4.1049999999999995,5.0,10,2.8,1
53.459258,-2.264864,556.5456849173505,3.35,3.81,5.0,13,2.5,1
53.485329,-2.229005,610.0361601700844,15.45,4.71,5.0,70,4.5,3
53.47316,-2.248502,775.4835759922217,14.8,4.660000000000001,5.0,43,4.4,4
53.495858,-2.257029,823.1178369708329,3.5,4.31,5.0,33,3.0,1
53.485621,-2.230827,609.42821773719,17.3,4.6899999999999995,4.9,70,4.5,4
53.4629,-2.272811,799.3368749612707,3.25,4.2,5.0,9,3.2,1
53.45773,-2.231539,567.0488945784514,13.9,4.54,5.0,78,4.2,2
53.46157,-2.276602,863.6736547490697,3.2,4.475,5.0,9,3.2,1
53.496037,-2.282612,778.208775915168,1.5,3.5,5.0,2,1.0,1
53.493217,-2.249818,1116.409401731497,13.0,4.645,5.0,44,4.3,2
53.467099,-2.25018,907.2970104279572,22.45,4.365,5.0,69,4.2,2
53.487812,-2.245381,724.0212032220604,17.35,4.715,5.0,70,4.5,4
53.456814,-2.258649,775.8336176295509,5.0,4.27,5.0,19,3.2,1
53.470822,-2.235363,859.2938095895915,15.3,4.550000000000002,4.9,47,4.4,4
53.488178,-2.236514,690.3969051660168,17.8,4.7,4.9,70,4.5,4
53.470058,-2.251037,954.5460235218679,14.9,4.525,4.9,47,4.3,4
53.44866,-2.23942,1141.243119874358,13.05,4.4799999999999995,5.0,78,4.0,1
53.450524,-2.273631,795.7010436265548,15.25,4.4300000000000015,5.0,49,3.9,1
53.438221,-2.258506,993.9986932866898,5.769230769230769,3.6076923076923078,5.0,24,1.0,1
53.476073,-2.23566,867.1442194154349,16.55,4.729999999999999,4.9,70,4.5,5
53.501015,-2.262146,818.2801907684667,1.5,3.983333333333333,5.0,4,2.0,1
53.493358,-2.283562,883.0675008695513,1.8333333333333333,3.65,5.0,4,1.0,1
53.491574,-2.277054,915.5583213242434,2.4545454545454546,3.9818181818181824,5.0,9,1.0,1
53.466152,-2.228712,811.6619603944943,22.55,4.414999999999999,5.0,77,4.1,2
53.481068,-2.235467,548.3921999378542,17.2,4.724999999999999,4.9,70,4.5,5
53.457687,-2.222267,398.53862637346685,13.85,4.525,5.0,78,4.2,2
53.484405,-2.224342,769.2674228320215,17.0,4.67,5.0,70,4.5,3
53.478879,-2.229313,721.7463397606889,15.5,4.7,4.9,70,4.5,4
53.446843,-2.218067,800.1144273707847,12.85,4.435,5.0,78,4.0,2
53.47866,-2.262468,838.5862261019996,24.65,4.574999999999999,5.0,83,4.3,3
53.439559,-2.220182,523.8194966050007,12.8,4.23,5.0,53,3.8,1
53.488694,-2.239045,725.6322203469359,16.75,4.71,5.0,70,4.5,4
53.484601,-2.216504,916.7296588335206,9.0,4.49,5.0,51,3.6,1
53.483487,-2.218778,888.1101698483428,22.05,4.394999999999998,5.0,68,4.1,2
53.486174,-2.294865,443.4179436956911,1.7333333333333334,3.42,5.0,4,1.0,1
53.471395,-2.215647,1014.1645605740996,9.45,4.015,5.0,46,3.1,1
53.481608,-2.204621,641.7209772348889,1.5714285714285714,3.7142857142857144,5.0,3,1.0,1
53.493086,-2.217525,1142.1364714559384,11.75,4.364999999999999,5.0,68,3.1,1
